ESC_REDE_distance	ESC_REDE_randcontrl_distance	ESC_noclass_distance	ESC_noclass_randcontrl_distance	TSC_REDE_distance	TSC_REDE_randcontrl_distance	TSC_noclass_distance	TSC_noclass_randcontrl_distance	ESC_NEDE_distance	ESC_NEDE_randcontrl_distance	TSC_NEDE_distance	TSC_NEDE_randcontrl_distance	ESC_NonEnh_distance	ESC_NonEnh_randcontrl_distance	TSC_NonEnh_distance	TSC_NonEnh_randcontrl_distance
		740711.5	16610.5												
		560554.5	32533.5												
		176071	141597												
		3170.5	262681.5												
		3542	18724												
		48108.5	1038082.5												
		102275.5	3193.5												
		90908.5	34632.5												
		68739.5	473986.5												
		211340.5	94494.5												
		4014.5	992541.5												
		65697.5	786291.5												
		64711.5	211612.5												
		6655.5	60373.5												
		2463	51645												
		371005	58835												
		46872	3012												
		257247	16994												
		179172	340536												
		80304.5	320113.5												
		33958.5	262877.5												
		44249	957766												
		49538	640736												
		71486.5	135883.5												
		117444.5	79814.5												
		286351.5	88727.5												
		243504	4090												
		6378.5	4314.5												
		40500.5	751012.5												
		4752.5	87662.5												
		8391.5	449257.5												
		8603	185948												
		87250	45139												
		83531.5	91340.5												
		77822	71699												
		55027	6723												
		50314	11160												
		432725.5	487735.5												
		244792	107807												
		11303.5	45757.5												
		2498.5	814.5												
		5017	12342												
		32199	60878												
		25898.5	237359.5												
		25504.5	117030.5												
		3040	33865												
		60033	26802												
		1183.5	55120.5												
		15319.5	413499.5												
		17855.5	64001.5												
		14055.5	985360.5												
		24713.5	114837.5												
		9855	2467275												
		7089	56443												
		11745.5	34077.5												
		14962.5	59558.5												
		49999.5	28198.5												
		6901	95279												
		14278	15810												
		19772.5	35988.5												
		30803.5	23096.5												
		11012.5	65620.5												
		6773.5	962665.5												
		6013	28819												
		6285	745287												
		89091	86424												
		45139.5	14537.5												
		73932.5	241810.5												
		7621.5	78285.5												
		42053	126994												
		4767.5	12405.5												
		4898	39549												
		108224	37889												
		19052	630												
		42210	84664												
		42293.5	190614.5												
		42643	36955												
		213975.5	460736.5												
		175596	14184												
		175232	731162												
		125313	9941												
		125226	215184												
		10813.5	10575.5												
		5433.5	2064.5												
		9884	97930												
		12038.5	101224.5												
		12804.5	21362.5												
		7793.5	396566.5												
		6535	9491												
		5858.5	58597.5												
		451922.5	22189.5												
		451552	71832												
		266750	11685												
		266403.5	560301.5												
		46166.5	12876.5												
		43584.5	42896.5												
		1117.5	4794.5												
		14207.5	18815.5												
		16894	16217												
		136530.5	8599.5												
		41492	21590												
		49343	215397												
		49563	1441612												
		276613	7462												
		430987	16557												
		437169	11668												
		22722.5	209318.5												
		21733	105652												
		23610	73240												
		34562.5	228384.5												
		54858	115421												
		37387.5	12544.5												
		8664	889												
		25882	242885												
		26789	58354												
		73672	52068												
		85352.5	180776.5												
		36853.5	153937.5												
		104172.5	100330.5												
		333873	3002700												
		178757.5	149187.5												
		156061	541058												
		57535.5	2449.5												
		32162	28792												
		7441.5	14243.5												
		8902	3653												
		5523	96581												
		4843	8130												
		16190	13381												
		2848	75214												
		68145	504												
		61746.5	70954.5												
		16330	1913												
		63959	25136												
		119470.5	405531.5												
		172807	61525												
		297207	115201												
		132155	15822												
		131329.5	3985.5												
		70603	24261												
		104624	90236												
		34526	33231												
		34994.5	61.5												
		15746.5	57319.5												
		9240	382504												
		41955.5	34479.5												
		1490	186766												
		13960.5	59605.5												
		2552	229681												
		1881.5	928767.5												
		12933	78479												
		13302.5	467668.5												
		13699	1119												
		13957	507778												
		159086	41014												
		164571.5	1278964.5												
		51802	352081												
		27886.5	295417.5												
		22504	53453												
		22106.5	144513.5												
		48454	43859												
		51592.5	389507.5												
		16793.5	38546.5												
		36370	649778												
		191541	1110												
		209236	142277												
		175254	140030												
		162541	241942												
		153503	20951												
		148832.5	12243.5												
		88117.5	766333.5												
		57224.5	166726.5												
		33329.5	224639.5												
		2438	9639												
		21522	60181												
		21719	58664												
		6562	65516												
		7198.5	47920.5												
		2951.5	3996.5												
		6521	386472												
		143258	703645												
		91365	688027												
		38330.5	5053.5												
		18117	35639												
		135124.5	668949.5												
		134635.5	159534.5												
		132245.5	5488.5												
		49088.5	1369173.5												
		151620	192503												
		188193.5	179118.5												
		189185.5	9563.5												
		54109.5	2876.5												
		60343.5	54198.5												
		2307.5	680450.5												
		36575	34011												
		36803	1328939												
		16186	7674												
		8115	8634												
		5657	133822												
		14693.5	56702.5												
		12679.5	2399.5												
		22609.5	461.5												
		13471.5	163696.5												
		39791	5687												
		35573	499690												
		20901.5	234583.5												
		17501	244796												
		24423.5	176243.5												
		94571	191866												
		160604	54097												
		233498	766445												
		39863.5	10909.5												
		17513	731832												
		17614	1000908												
		290863	1140602												
		717951.5	14543.5												
		2647	369412												
		236204	31088												
		18	317504												
		160934.5	643.5												
		519299.5	168023.5												
		249577.5	15563.5												
		1017160	313705												
		639328	1797041												
		639122.5	35714.5												
		206917	19102												
		4357	50756												
		11471	121154												
		3003	18488												
		70566.5	93943.5												
		60057	349801												
		59428.5	1652.5												
		4297	12295												
		8689	111035												
		807536.5	125643.5												
		1048750.5	11699.5												
		1071806	955585												
		147884.5	96320.5												
		359428	6625												
		395304	4536												
		260100	88148												
		272200	4961												
		207538	170435												
		361181.5	605664.5												
		249620.5	11801.5												
		582674.5	193608.5												
		583511	23533												
		589645.5	25135.5												
		624104.5	2675137.5												
		626080.5	27170.5												
		775213.5	674.5												
		181754	749109												
		217939.5	2541.5												
		107659.5	125055.5												
		618174	148815												
		11574	15536												
		16600.5	128380.5												
		32942	1256017												
		106667	70313												
		135548.5	30565.5												
		44286	369056												
		19207.5	162473.5												
		63752	153559												
		1300744	7642												
		14471	37675												
		5240.5	51707.5												
		286721	479355												
		136784.5	33603.5												
		136086	383846												
		88251.5	50229.5												
		108380.5	30462.5												
		101954	42277												
		11616	49408												
		9148	644198												
		79343.5	9058.5												
		21724.5	6054.5												
		53841.5	105171.5												
		12848	642018												
		12589	35089												
		747.5	102144.5												
		29085.5	8197.5												
		4823	24887												
		96010	9939												
		61927.5	24967.5												
		60705.5	218740.5												
		60436.5	575458.5												
		141452	5630												
		257404	319785												
		264772.5	973.5												
		78310	5269												
		39631.5	659259.5												
		43102.5	311705.5												
		604252.5	49352.5												
		521812.5	41521.5												
		356468	7134												
		31639	10153												
		4505	13843												
		10911.5	3757.5												
		10539	593												
		45353	367052												
		13578.5	50894.5												
		7488	47222												
		38348	18622												
		69834.5	40410.5												
		62886	343186												
		57428.5	78785.5												
		44211	11658												
		145339.5	25819.5												
		50045	112549												
		62754	21772												
		37577.5	495233.5												
		117958	41757												
		43580.5	124436.5												
		48259	281455												
		107139	626												
		112086.5	1111.5												
		43184.5	1980.5												
		11341	389213												
		21861	11182												
		37049.5	81924.5												
		35925.5	1817.5												
		7909	23978												
		24871.5	26124.5												
		2661	160872												
		838.5	922962.5												
		12252.5	160992.5												
		4641.5	617323.5												
		52368.5	12060.5												
		18677.5	91946.5												
		23753.5	1032373.5												
		28832.5	94.5												
		29716	3735												
		7003	71843												
		15532.5	978554.5												
		14796	117293												
		3091	3468												
		3651	1293												
		14939	4395												
		14075.5	17493.5												
		5965	32168												
		14225	76976												
		14918	92338												
		15160.5	389.5												
		27633	484052												
		46589	15990												
		33099.5	2974.5												
		14593	15925												
		9223	12504												
		4999.5	53771.5												
		24692	7631												
		24935	33611												
		25111	69173												
		25373	11426												
		8768	28034												
		17421	100070												
		2664.5	38691.5												
		2374	19169												
		2106	77432												
		9819.5	1302227.5												
		10094	70468												
		12723	14373												
		13226	22804												
		2987	996												
		3601.5	1728.5												
		4140.5	35276.5												
		13221	914852												
		6146.5	2866.5												
		7754	399977												
		13763	94320												
		7492	93726												
		7686.5	5760.5												
		13074.5	79880.5												
		16925.5	6802.5												
		8519	145668												
		52099.5	8844.5												
		5745	403599												
		3125	131966												
		28886	56714												
		147608	28669												
		7844.5	171798.5												
		128352	209037												
		45577	2956												
		30445	426271												
		21374.5	405156.5												
		22395	74075												
		26809	1524828												
		33780.5	77758.5												
		41472	196950												
		24381	225943												
		8236.5	99703.5												
		14474.5	45554.5												
		250331.5	190434.5												
		309794.5	60230.5												
		364922	102969												
		432653	267880												
		414421.5	26053.5												
		88479.5	15064.5												
		50496.5	138277.5												
		24075.5	25423.5												
		21267.5	251275.5												
		49787.5	4501.5												
		33730.5	66410.5												
		13642	70304												
		6706.5	204850.5												
		1553	114917												
		103375	13275												
		383903	21434												
		20785	44872												
		28133.5	37535.5												
		113942	38612												
		287287.5	19575.5												
		514907	788589												
		392330.5	14313.5												
		16544	90008												
		15494	252896												
		21992.5	97510.5												
		21584.5	69136.5												
		65233	321777												
		95481.5	34494.5												
		101006	47013												
		101121	27185												
		28773.5	34944.5												
		159071	568263												
		586256.5	217180.5												
		513127	867092												
		487610.5	13836.5												
		394680	10468												
		354466.5	79398.5												
		354120.5	22037.5												
		328221.5	15157.5												
		215640.5	256358.5												
		128887.5	13655.5												
		534057	114590												
		26238.5	8112.5												
		153721.5	29330.5												
		60019.5	926000.5												
		286798	304518												
		332005.5	255614.5												
		34332	57049												
		52865.5	3420.5												
		52542.5	86323.5												
		67141	63396												
		100635	65611												
		27670	7827												
		78729	14673												
		176048.5	15359.5												
		124258	85336												
		140926	381495												
		16796	26565												
		56450.5	73344.5												
		52632.5	20019.5												
		36208	67573												
		109465.5	21886.5												
		5578.5	112796.5												
		435703	198340												
		607496	505279												
		581857.5	6996.5												
		8795.5	56050.5												
		14841	97023												
		191159.5	3064.5												
		46434.5	23100.5												
		257640	28413												
		274145.5	49565.5												
		415136	164241												
		500227.5	765952.5												
		583623	50533												
		31508	668591												
		151844	20684												
		71526	26104												
		58868	56583												
		55138	16446												
		52748	11497												
		52450	2355780												
		16216	69885												
		17265	71085												
		8336.5	508092.5												
		7382.5	21472.5												
		40614.5	6355.5												
		11508	703												
		13376.5	25809.5												
		185353.5	29309.5												
		184325.5	2003.5												
		85330	87660												
		86831.5	4899.5												
		154610.5	443655.5												
		154191	260477												
		168335.5	9258.5												
		110987.5	27815.5												
		161940	18116												
		839718	47218												
		1035228	111752												
		831223.5	12043.5												
		355773.5	12054.5												
		618393.5	108832.5												
		618896	77840												
		625356	47869												
		708595	134418												
		299142	17713												
		24024.5	63214.5												
		1808	91048												
		69370	453496												
		58481.5	411517.5												
		9334.5	830.5												
		14654	51172												
		22460.5	960018.5												
		58177	5515												
		25686	624472												
		30570.5	92317.5												
		36104	64724												
		74908	34426												
		85798	300474												
		182723.5	2284711.5												
		69130	79905												
		31195	75814												
		52996	146491												
		93623.5	68166.5												
		27242.5	753435.5												
		27643	2264134												
		77204	862956												
		106698	16168												
		103058.5	894668.5												
		78127.5	17247.5												
		6281.5	157916.5												
		116923	16329												
		88286.5	141450.5												
		118907	6731												
		17370	18749												
		64321.5	19045.5												
		118243.5	164376.5												
		137980	76390												
		150527.5	8209.5												
		202991.5	69541.5												
		203645	5933												
		268466	212456												
		510091	294762												
		591343.5	29866.5												
		603225	389790												
		654529	52209												
		420135.5	190649.5												
		413927	480481												
		253806	1280977												
		247981	17082												
		154836.5	234487.5												
		15227.5	61130.5												
		6468.5	228370.5												
		28928	215069												
		69727.5	190699.5												
		70390	64677												
		32776	26972												
		62653.5	13501.5												
		57216.5	171944.5												
		52528.5	13764.5												
		50200	35433												
		9324	144873												
		19978	57325												
		92927.5	31697.5												
		36149.5	1931480.5												
		31397	33202												
		29697	138133												
		28641.5	26101.5												
		33197.5	708115.5												
		33356.5	20283.5												
		147064	129173												
		85269.5	99197.5												
		104206.5	10314.5												
		415815.5	167540.5												
		461614.5	524039.5												
		462193.5	414021.5												
		72109.5	87295.5												
		76382	429156												
		78088	332587												
		84017	26909												
		130447.5	30046.5												
		247265.5	20609.5												
		477915	676970												
		483556.5	15211.5												
		1050810.5	511060.5												
		1051139	3593												
		1051371	193643												
		1052254.5	2045503.5												
		1132173	509213												
		1137060	18749												
		1058184	26768												
		1054876	556216												
		1051531	126704												
		986475	41196												
		954699.5	112441.5												
		917436.5	293531.5												
		786485.5	425766.5												
		704977.5	117372.5												
		704719	399035												
		669612	51946												
		663667.5	64274.5												
		663416	145984												
		548861	351879												
		542291	6817												
		244786	297587												
		239284.5	6247.5												
		175056	264028												
		170791.5	36977.5												
		4484.5	926440.5												
		10553.5	289929.5												
		20858	45447												
		25838.5	25752.5												
		24968.5	63896.5												
		10646	44313												
		4850	46495												
		29854	24070												
		30206.5	1165.5												
		88935	2011807												
		57383	172930												
		62453	2456												
		51766	67610												
		51543.5	126392.5												
		265326	38796												
		269191	1335033												
		319763	3564												
		342502.5	333775.5												
		246885.5	36300.5												
		243384.5	324969.5												
		6440.5	41529.5												
		2993	85752												
		9786.5	28942.5												
		28322	345785												
		254751.5	41946.5												
		597123	733085												
		1138200.5	357264.5												
		874978	41812												
		247708	3933												
		250138	4778												
		434944.5	6246.5												
		85415.5	41472.5												
		62137	113221												
		89389.5	139303.5												
		431986.5	176924.5												
		29057	15233												
		64424.5	561372.5												
		17716.5	539520.5												
		24537.5	268018.5												
		61048	16300												
		60910.5	59436.5												
		46940	46318												
		111345.5	85381.5												
		48713.5	26808.5												
		14715.5	67095.5												
		14919.5	113780.5												
		26479.5	386956.5												
		50889.5	27808.5												
		60303	570813												
		754561.5	41239.5												
		520144.5	238320.5												
		82902.5	427603.5												
		159764.5	196542.5												
		70316.5	55247.5												
		56257	58618												
		16183.5	2470926.5												
		8810.5	502986.5												
		3119	3123												
		245884.5	244866.5												
		66752	1142200												
		110848	24581												
		626666.5	16462.5												
		302002	26018												
		50228.5	65087.5												
		36738.5	75048.5												
		35085	252170												
		117379	194133												
		275297	12146												
		126736.5	127594.5												
		125884	23991												
		49552	756												
		19789	40172												
		17967.5	47863.5												
		132739.5	717203.5												
		20891	273351												
		63233	8043												
		6234	113191												
		3992.5	839210.5												
		15592.5	9352.5												
		96181	9414												
		854938	442041												
		855170	2959538												
		347529.5	9989.5												
		316326.5	119975.5												
		31169	2013595												
		48351.5	28645.5												
		55462.5	129894.5												
		67863.5	382249.5												
		51056	584505												
		34248.5	800571.5												
		33916.5	114008.5												
		18444	49811												
		26485.5	68890.5												
		33078	35156												
		12164.5	757570.5												
		47688	138182												
		580570	157614												
		393590.5	546527.5												
		235762	63053												
		235867.5	454034.5												
		238078	224243												
		38969	72217												
		43173.5	17941.5												
		48233	12599												
		1600	2972												
		11823.5	192278.5												
		12152	59720												
		34913	50200												
		23158	164748												
		23744	2264750												
		47329.5	34542.5												
		88482.5	15963.5												
		87673	272161												
		92944	68063												
		86501.5	417009.5												
		36575.5	78353.5												
		34235	212847												
		175739.5	481339.5												
		171841.5	83521.5												
		136806	64												
		132026	63554												
		48313	4285												
		47115.5	88732.5												
		46708	100104												
		46275.5	612298.5												
		43527	4157												
		43300.5	37957.5												
		12741.5	15147.5												
		2349	207265												
		8697.5	3581.5												
		6181	42526												
		13014	144677												
		12630.5	7917.5												
		12763	6321												
		17481.5	58827.5												
		6132.5	377578.5												
		13437.5	55863.5												
		2737	67056												
		9596	104												
		29575	8986												
		247056	5704												
		2478	174202												
		2136	14061												
		346465.5	99290.5												
		62935	69390												
		42282	4011												
		325018	49899												
		12666.5	43199.5												
		171602	325												
		176077.5	556139.5												
		176248	56306												
		94065	188065												
		95131.5	17325.5												
		56769	103571												
		53927.5	19289.5												
		33454.5	280793.5												
		14674	14733												
		154824	5554												
		52972.5	697.5												
		56658	6136												
		61250.5	661879.5												
		63237	508												
		76990.5	1487978.5												
		8178.5	70088.5												
		11833.5	277585.5												
		5437.5	8504.5												
		2057.5	408528.5												
		52475	6344												
		18014.5	11788.5												
		41530	223265												
		35059	29480												
		21082	256195												
		34785	35492												
		17289	2596218												
		19716.5	80209.5												
		3524	74942												
		11591	21305												
		14032	444787												
		8832.5	2298.5												
		17902.5	10345.5												
		10621.5	30028.5												
		15765.5	6406.5												
		32934	9251												
		20748	84155												
		22420	36979												
		26084	2087898												
		35686.5	348146.5												
		16924.5	450027.5												
		35385.5	15265.5												
		17381	75704												
		3128.5	1149716.5												
		11336.5	13791.5												
		5667.5	246031.5												
		4637.5	5659.5												
		43953.5	1990.5												
		8561	32842												
		5434.5	44572.5												
		793131	32479												
		657818.5	678335.5												
		289521	56074												
		759533	37098												
		758074	9102												
		523089.5	23269.5												
		522724	4164												
		522483.5	33752.5												
		521892	2367												
		415833.5	32288.5												
		109.5	46383.5												
		14834.5	48425.5												
		93289	2848												
		10898	16651												
		17877	441												
		57771	174254												
		92743	64653												
		179723	36906												
		154686.5	16000.5												
		149020.5	516024.5												
		94424	2006317												
		99001	48951												
		19021.5	4611.5												
		21640	32066												
		19963	192780												
		11293.5	8265.5												
		16885.5	64865.5												
		25764	312949												
		19852	71211												
		25914	17195												
		64635.5	17270.5												
		70227.5	62310.5												
		19009	192672												
		25901	76177												
		19033	12617												
		25836	68351												
		64575.5	20581.5												
		70133.5	155923.5												
		34596	2321127												
		94415	82003												
		141626	52663												
		137611.5	602375.5												
		25758	129841												
		65022.5	87638.5												
		70637.5	1223.5												
		19011	67126												
		159287.5	39506.5												
		212804	26620												
		158512.5	8341.5												
		152999.5	79948.5												
		108625	32143												
		37825	19125												
		11670.5	144649.5												
		4475.5	77915.5												
		20837	18604												
		5882.5	68595.5												
		18711	159187												
		96274	166744												
		29642.5	1041114.5												
		16493	48799												
		25029	3720												
		421555	50054												
		520486.5	68819.5												
		560924.5	98724.5												
		702603	40384												
		693673.5	68797.5												
		676175.5	31036.5												
		18308.5	7631.5												
		17379	550628												
		196583	33139												
		200338	600355												
		202224.5	8549.5												
		92842	6249												
		204192	3593												
		217918.5	8128.5												
		230608	82												
		236920.5	141994.5												
		245464	87650												
		253075	95659												
		172857.5	85437.5												
		100315.5	517353.5												
		96982	10784												
		88817	65986												
		45606.5	87107.5												
		124012.5	62838.5												
		148369.5	34480.5												
		101695.5	26596.5												
		87392.5	3649.5												
		84920	42691												
		76958	19126												
		72054	806701												
		266755	17745												
		314056	7658												
		321519.5	60165.5												
		326876.5	19992.5												
		321996	89926												
		321186	25526												
		320706.5	118560.5												
		254283.5	2423858.5												
		254089.5	41474.5												
		237016.5	15568.5												
		134324	52923												
		109221	49507												
		10383.5	16139.5												
		58505	31849												
		93910	118437												
		307031	117822												
		8148.5	39786.5												
		198867	4873												
		195730	6484												
		33275.5	79290.5												
		48103	94571												
		167572	68532												
		222841.5	14557.5												
		302070.5	489793.5												
		196493.5	23383.5												
		144234	574735												
		74331	120929												
		59779.5	66878.5												
		19274	795141												
		116663	1693119												
		57304.5	222445.5												
		140639	3963												
		210175.5	13174.5												
		110447	216320												
		73692.5	29861.5												
		73422	59814												
		68075	1173470												
		115938.5	324869.5												
		115668	109374												
		101813	44979												
		171646.5	53721.5												
		19275	18803												
		76073	50424												
		70720	737034												
		19269	276777												
		76098	217432												
		195205	1230984												
		19273	63708												
		19271	70346												
		69780.5	495884.5												
		58371	23712												
		70729	6113												
		69820.5	501325.5												
		139269	18354												
		98639.5	138570.5												
		93089.5	88661.5												
		60780	13233												
		21641	175524												
		19033	97389												
		214076	41275												
		246344.5	9998.5												
		16881.5	48452.5												
		11268.5	280.5												
		40347	448599												
		130068.5	26159.5												
		97834	238788												
		60670	430370												
		25930	1713547												
		101004	272782												
		63807	88451												
		27138	547538												
		16874.5	932.5												
		11266.5	446572.5												
		27056.5	95117.5												
		26027	224190												
		55292	23362												
		25876.5	45517.5												
		16781.5	39674.5												
		11186.5	310594.5												
		20442.5	328594.5												
		95602.5	10780.5												
		89992.5	186436.5												
		47210	1159												
		25849	50841												
		69292.5	76104.5												
		74869.5	342213.5												
		119519	6444												
		88298.5	158059.5												
		75571.5	373048.5												
		32588	152282												
		19029	31405												
		20493	184960												
		55251	13492												
		87484.5	224776.5												
		93050	667477												
		155126.5	32796.5												
		151904	39997												
		25890	122443												
		55291	22189												
		95027.5	14522.5												
		100583	16601												
		149821	20022												
		383896	74938												
		418999	503997												
		413406.5	59721.5												
		206556	159529												
		76123	184883												
		14324.5	90192.5												
		70723	81170												
		159840.5	139111.5												
		174044.5	25000.5												
		9635	72501												
		423505.5	41822.5												
		692082	42188												
		20086.5	316870.5												
		20468.5	1403.5												
		237953.5	17565.5												
		130440	19599												
		335877	61001												
		483501.5	455923.5												
		474193	34181												
		471585.5	153145.5												
		179639	554096												
		205121.5	3037.5												
		208276	44877												
		31704.5	142.5												
		89115	5599												
		194865	2740												
		121092.5	61306.5												
		76909.5	89922.5												
		63916.5	38339.5												
		9801.5	1020955.5												
		55688.5	220101.5												
		39415.5	26859.5												
		85724.5	3471.5												
		5319.5	82546.5												
		5317.5	664094.5												
		5315.5	302195.5												
		5307.5	348815.5												
		70425.5	1235391.5												
		54152.5	141356.5												
		5312.5	258939.5												
		54243	16566												
		5282.5	226876.5												
		78543.5	575820.5												
		51611	184276												
		6513.5	82957.5												
		54898.5	170981.5												
		50134.5	148725.5												
		4349.5	120854.5												
		58173.5	359894.5												
		83091.5	26575.5												
		142758	156887												
		239779.5	376892.5												
		282180	156550												
		80669.5	45339.5												
		377448	35710												
		18556	7447												
		120644	53243												
		124365	22100												
		129032	16654												
		129825.5	72344.5												
		130019	104920												
		160063	36913												
		171496	524924												
		219087.5	16897.5												
		509864	17568												
		510984.5	40456.5												
		516594.5	79087.5												
		783284	156526												
		499107.5	81521.5												
		482879.5	65907.5												
		415234	406806												
		412030	14050												
		334187	5598												
		759	25939												
		228193	144005												
		303103	291155												
		108212.5	2516.5												
		91708	281974												
		68418	46537												
		58231	13036												
		393011.5	490381.5												
		414000	517778												
		469811	1114354												
		471758.5	52958.5												
		690660	41896												
		692025.5	173386.5												
		585524	47043												
		561882.5	91940.5												
		118811.5	83.5												
		117263	106577												
		5979	15214												
		27274.5	159884.5												
		141986	19832												
		269507.5	53304.5												
		45871.5	241.5												
		50320	7747												
		4866.5	263598.5												
		16540	42100												
		86562	159773												
		2672	11326												
		37598.5	13938.5												
		70908	263353												
		22069.5	2231.5												
		27254	127408												
		7040.5	53198.5												
		56148	332618												
		79047.5	6771.5												
		78274.5	79106.5												
		16276.5	335848.5												
		4402.5	31632.5												
		33885	224235												
		56777.5	32452.5												
		67493.5	973937.5												
		66539.5	329636.5												
		65736	126457												
		85729	24974												
		207765	144391												
		213209.5	224207.5												
		219417	137538												
		274420.5	219783.5												
		300970	817128												
		249404	615384												
		188802	287049												
		30028	22222												
		78257	9191												
		164243.5	1654054.5												
		165455	10748												
		258689	70774												
		508520	602786												
		544311	16597												
		544886	79655												
		427388	1534839												
		182422	246239												
		172740	7751												
		44827.5	133555.5												
		39942	488893												
		44832	181856												
		45109	306910												
		172092	781910												
		184627.5	95545.5												
		159374.5	532427.5												
		159298	39672												
		51161.5	686876.5												
		59227	143420												
		138329.5	6255.5												
		344032.5	45628.5												
		714394.5	28798.5												
		699329.5	47251.5												
		698239	599465												
		666202.5	691789.5												
		659709	15635												
		649933	786611												
		621366.5	13635.5												
		491828	145734												
		52119.5	117422.5												
		359747.5	361739.5												
		369985	59089												
		374788	95996												
		411377.5	60800.5												
		645849	26079												
		645177	3145												
		644083.5	396038.5												
		604819.5	642.5												
		281600	35882												
		84918.5	156630.5												
		551832.5	723511.5												
		827447.5	26319.5												
		157296.5	276162.5												
		179247.5	646934.5												
		105411	22615												
		140626	70943												
		248859.5	575473.5												
		264606.5	20454.5												
		293969.5	19122.5												
		103477.5	6951.5												
		130703.5	18873.5												
		110088.5	58191.5												
		18522.5	89924.5												
		18974.5	118305.5												
		70426	77414												
		70668.5	139029.5												
		78134.5	320.5												
		28037	17560												
		171644.5	70049.5												
		309787.5	68105.5												
		343751	299214												
		461563.5	432368.5												
		39176.5	172844.5												
		55546	17469												
		23880	146861												
		18543	136009												
		63322.5	90254.5												
		63565	336386												
		22327.5	118984.5												
		22423	4197												
		29867.5	101563.5												
		8445	88113												
		79384	10294												
		71448.5	122416.5												
		304263	125232												
		304465.5	672529.5												
		305343.5	586746.5												
		306438	414468												
		63810	108485												
		67666	173923												
		121787.5	83899.5												
		22173.5	652014.5												
		158296	128980												
		158421	288483												
		162362	469499												
		18895.5	212595.5												
		140325.5	23857.5												
		10666	21659												
		9425.5	99447.5												
		32639	31999												
		22685	54435												
		54819	196750												
		94403.5	895207.5												
		35462	99114												
		54943	48242												
		35626	44186												
		32719.5	583128.5												
		32209.5	71013.5												
		59292	27651												
		16357.5	88377.5												
		62565.5	3835.5												
		68378.5	45087.5												
		33052.5	452524.5												
		50447.5	10946.5												
		45198	62393												
		47353.5	48602.5												
		199250.5	13936.5												
		358342	108769												
		287340.5	42917.5												
		229231	5799												
		585744.5	371235.5												
		579253.5	11538.5												
		82888	21129												
		20037.5	153592.5												
		8093.5	9371.5												
		505854.5	105495.5												
		510754.5	417017.5												
		137812	62833												
		318226.5	1470405.5												
		394182	41548												
		432275	17081												
		508794.5	24752.5												
		513197	47074												
		545363	2447209												
		6943.5	16039.5												
		11738	929												
		123547	260813												
		11137	223506												
		6436	216362												
		185628.5	79320.5												
		193650.5	32378.5												
		194485	9682												
		205790	350878												
		278076.5	231798.5												
		480401	523600												
		481142.5	96487.5												
		93218	571893												
		40540.5	163645.5												
		103705.5	23504.5												
		512970.5	64697.5												
		520195.5	26223.5												
		720735	8683												
		645149	1222668												
		605199	144320												
		429909.5	24153.5												
		425122	12214												
		310979	13212												
		305769.5	1284.5												
		269239.5	25469.5												
		267654.5	294548.5												
		34577.5	361909.5												
		59099	38246												
		173977.5	43839.5												
		107428.5	560318.5												
		111746.5	30679.5												
		630655	30729												
		748793.5	100772.5												
		1023572	28571												
		486122.5	859069.5												
		477251.5	149874.5												
		131154	88078												
		100064.5	35503.5												
		89168.5	1574535.5												
		227731.5	5535.5												
		400973	37261												
		395694.5	10790.5												
		199836	5807												
		177981.5	1044.5												
		101386.5	94532.5												
		163093.5	133641.5												
		140141	218329												
		91760	182399												
		59883.5	52092.5												
		13018.5	155814.5												
		129748.5	35676.5												
		131584	1715												
		141980	175007												
		142361	26298												
		148349	66966												
		153898.5	324594.5												
		25778	241581												
		70633.5	93276.5												
		142731.5	72365.5												
		148010.5	329154.5												
		353416	21693												
		616936.5	720.5												
		31911.5	25662.5												
		31416	7088												
		3195.5	65087.5												
		2318	248571												
		104482.5	437341.5												
		226498	333165												
		164812	25974												
		164585.5	98664.5												
		1590876.5	47076.5												
		1815902.5	49195.5												
		1810156	464135												
		1637210.5	393304.5												
		1637137.5	7171.5												
		1568312	53350												
		17342	4622												
		22886.5	84333.5												
		1203	8973												
		14687.5	14208.5												
		116081.5	211777.5												
		325560	107585												
		62152	217179												
		27304.5	5439.5												
		28512.5	305325.5												
		16073.5	11420.5												
		9705.5	289135.5												
		43442.5	15265.5												
		128052.5	14714.5												
		50129	598												
		48811	53861												
		48322	182900												
		331047	183735												
		342112	38475												
		524590.5	299799.5												
		644466.5	81616.5												
		57301.5	357757.5												
		95616	6909												
		16260	195104												
		113775.5	443.5												
		175936.5	527639.5												
		165948	33340												
		160898	334599												
		41374.5	29836.5												
		25388.5	1235557.5												
		67515.5	1880.5												
		60580	9255												
		53084	26533												
		104475.5	154143.5												
		19854.5	67206.5												
		14610.5	539878.5												
		31282.5	4900.5												
		20942	187025												
		13016.5	11064.5												
		62563	151727												
		53272.5	156741.5												
		42719	202547												
		37418	335116												
		18154	134554												
		4339	174652												
		34770	336278												
		94078	181615												
		132329.5	651523.5												
		321678	753635												
		235620.5	344311.5												
		66058	162932												
		383058.5	9884.5												
		377011.5	9820.5												
		27274	51330												
		357381	43897												
		119113	101044												
		6362	6463												
		6702.5	1432523.5												
		96378	119472												
		97258	191295												
		273179.5	18635.5												
		202811.5	316625.5												
		21664.5	94614.5												
		82121.5	136942.5												
		204874.5	311594.5												
		92756	295469												
		40089	378923												
