ES_mean_A_No_ES_Enh_only	Rel_exp_A_No_ES_Enh_only	ES_mean_N_No_ES_Enh_only	Rel_exp_N_No_ES_Enh_only	ES_mean_B_No_ES_Enh_only	Rel_exp_B_No_ES_Enh_only	ES_mean_A_ES_NEDE_only	Rel_exp_A_ES_NEDE_only	ES_mean_N_ES_REDE_only	Rel_exp_N_ES_REDE_only	ES_mean_N_ES_NEDE_only	Rel_exp_N_ES_NEDE_only	ES_mean_A_ES_nonEnhTE_only	Rel_exp_A_ES_nonEnhTE_only	ES_mean_A_ES_REDE_only	Rel_exp_A_ES_REDE_only	ES_mean_B_ES_NEDE_only	Rel_exp_B_ES_NEDE_only	ES_mean_N_ES_nonEnhTE_only	Rel_exp_N_ES_nonEnhTE_only	ES_mean_B_ES_nonEnhTE_only	Rel_exp_B_ES_nonEnhTE_only	ES_mean_A_Mixed	Rel_exp_A_Mixed	ES_mean_N_Mixed	Rel_exp_N_Mixed	ES_mean_B_ES_REDE_only	Rel_exp_B_ES_REDE_only	ES_mean_B_Mixed	Rel_exp_B_Mixed	ES_mean_All_A	Rel_exp_All_A	ES_mean_All_B	Rel_exp_All_B	ES_mean_All_N	Rel_exp_All_N
1.243193675	-0.0550620249999998	1.4386989	-0.1398703	1.6148701	-0.1222063	0.240667525	0.2424229825			-6.6502569		3.82117575	-0.852431	-3.13547885		-3.08214975		0.092261386	-0.971032234	-4.273436		2.34721365	0.6119216			4.844464	-1.4867462			0.306136785	-0.151082127	0.75581045	0.720945015	-4.7224023	1.0607009
-1.82719055		-4.01957035		0.280543575	-0.586602885	-3.75747275				4.20780715	0.11879155	-2.96371745	-2.71999615	0.268842043	0.275459398	-5.6106872		0.771428235	-0.643573565	-1.31918115						0.7123144	0.118784555			-1.7625564	-1.372423565	-6.20473005	-0.17626505	-2.9437972	2.6456635
2.45000505	-1.04149055	-5.2168028		2.66741605	0.52744165	5.1266405	0.897380500000001			5.46085405	-0.6774287	-5.3322799		-4.1678932		-0.73441255	5.5949556	-6.8312947		-4.9823373						-5.4161115				0.71069752	-0.74534013	-1.811324675	1.434931525	-2.8043277	2.29766635
2.45000505	-1.04149055	-5.019456		-5.1993315		-5.31778065				-5.77973035		-4.78720425		-4.57043975		-4.97662485		3.0427105	-0.0945235000000002	-4.9823373						1.4640935	0.24795263			-4.906336	-2.8372289	-1.3610481	-0.641946225	-4.7699139	-1.1762643
2.4599957	-0.99265615	-2.6077337		-5.999522		-2.1026938				-3.0517158		-0.149377103	2.098522997	-3.7946231		-7.9153913		0.0464221625	-0.4844537675	-5.1286719						1.95697865	-0.96771585			-6.65272785	-7.16448078	-6.2154665	-0.176264999999999	-5.2795385	-0.17626465
-4.5870705		-6.1926243		-5.1428023		5.86129825	-0.17772175			4.797164	-0.3022405	-6.47593565		-5.41145015		3.75474775	-1.6831024	2.614108	1.1162465	-5.0010741						-0.37168655	6.0411842			2.3547777	-0.35352625	-2.84206145	2.76821975	-1.10612485	-2.22207313
2.92419605	-0.0417550000000002	-4.82387365		-4.7693435		3.3957658	0.50740765			2.09884185	0.17169335	5.1589458	0.19516465	-3.7473175		-1.83578475		0.218827705	6.449921855	-5.21546635						3.0324713	-0.4389641			2.83618115	0.2551323	1.6148701	-0.1222063	-6.93091875	1.26821925
-4.8965435		-4.60962925		-4.9197065		1.9180581	-0.21058375			-4.50630935		5.1705983	-0.35809985	-4.0736777		-0.2764245965	2.3566941535	-0.1728594425	-1.5396575925	-5.0692455						1.78079915	1.85532514			2.7204003	0.22175025	0.280543575	-0.586602885	3.1171666	-0.1312948
-7.0513788		-2.0578398		1.7852318	-0.75641135	3.19138015	1.08395485			1.52221185	-0.25452935	2.77201585	1.2468106	2.7769769	-1.1185452	-6.50302695		-3.1496674		-5.19119595						-6.8456195				-5.18963785	2.05345125	2.66741605	0.52744165	-6.30865935	-0.1762648
-7.0513788		-5.3914695		1.9795623	-0.7158844	5.23977685	2.73263645			4.8813405	0.0602187000000001	5.1094196	-1.2121632	-2.99316435	-2.26122733	-7.1247617		0.0211252715	-0.6039094485	-5.0057205						-6.63812715				1.15014345	0.28369447	-5.39737515	-0.17626505	1.4386989	-0.1398703
-2.9038962		-2.66514455		0.47952131	0.093605885	-1.39537375				0.315608195	-1.207535505	-6.5451285		-4.6197675		-5.86960765		1.3769477	-0.0152133499999998	-5.3023785						-5.083967				-1.6759972	-2.027017885	-5.1993315	-0.1762645	-4.01957035	-0.25226595
1.737386	-0.4468447	-5.25633095		0.37260529	0.417000555	-1.4253895				2.25759325	-0.43363215	-6.38910035		-3.73617685		-3.397375		-5.0103519		-5.15957785						-5.9881518				-4.80369965	2.47573855	-5.999522	-0.17626485	-5.2168028	-0.1762648
-0.11775211	-0.508051025	-5.3408859		1.0401913	6.5620573	-4.46059025				1.33789225	-0.40378465	4.31733705	0.93105775	-4.6556871		-5.4517355		-4.9870445		-5.0103519						3.41079165	0.1083881			-5.53578965	1.39973705	-5.1428023	-0.1762651	-5.019456	1.37941575
-0.784087445	-0.247566905	-0.919136375	2.127400475	3.98647425	1.47321565	-4.6438129				-0.890739	4.2045109	3.5225731	-0.16039335	-5.58665395		-4.3567331		-5.0010741		-5.0010741										-1.151764885	0.215297115	-4.7693435	-0.176264399999999	0.526443035	-0.636794315
-5.55053435		-1.1541094	-0.982607108	-6.1023773		-2.3923955				-0.890739	4.2045109	3.18660135	0.51589785	-5.309912		-3.6238029		-5.2168028		-5.02110095										-2.0310307	-2.225136975	-4.9197065	-0.17626465	-2.6077337	1.3459324
-1.37043335		2.2352464	-0.26702275	-2.8676939		-2.04059915				2.85833145	1.5400792	2.6816724	0.1212985	5.81175425	0.21160245	-4.0883544		-5.2208045		-5.0149685										1.243193675	-0.0550620249999998	1.7852318	-0.75641135	-6.1926243	-0.1762648
1.9866334	-0.3231474	-5.132642	-5.12215635	-5.09418365		-2.96097455				7.3464297	0.492770999999999	-4.01450755		3.1390414	-0.37053935	-5.97366815		1.5091607	-0.66613685	-5.0057205										-1.82719055	-0.56670595	1.9795623	-0.7158844	-4.82387365	0.8997371
1.5038746	0.50972637	2.07191275	0.0350831999999999	-3.4818395		-6.49548285				2.8401854	-0.5032134	3.21887125	-1.16797245	-0.706358	3.549341	-3.22889255		2.63895525	0.0983190500000002	-5.2576301										2.45000505	-1.04149055	0.47952131	0.093605885	-4.60962925	-0.252266599999999
-0.726170005	-8.277914155	-2.4941315	-3.524400685	-5.29227185		-7.1032445				4.2082758	0.90297855	0.25626899	7.03952379	-0.138392845	-1.744022145	-5.35552		4.194384	0.60124265	-4.9633544										2.45000505	-1.04149055	0.37260529	0.417000555	-2.0578398	-0.26122745
-5.15957785		-3.5172769		1.92923085	-0.1173386	-6.75745435				5.3778342	0.207203550000001	2.4631914	-0.62889325	-2.5955916		-4.5258495		0.57020343	0.93493156	-4.97087645										2.4599957	-0.99265615	1.0401913	6.5620573	-4.25633095	-0.176264499999999
-3.6408013		-0.31880997	-2.56373137	-6.3783917		-5.3518755				4.07771395	0.4861716	-0.6183349	1.98469925	4.045979	2.02535835	-6.2247958		-0.85169562	-1.187015275	-5.1761608										-4.5870705	-0.17626505	3.98647425	1.47321565	-5.3914695	-0.17626505
-4.9048588		2.39691315	-0.50253325	2.79437325	-0.3863011	-4.4551365				2.19299535	-0.64429245	0.6657872	-1.4140361	2.10544955	0.18952415	-2.7071527		-5.2060765		-5.0287303										2.92419605	-0.0417550000000002	-6.1023773	0.975738499999999	-2.66514455	0.8997369
-4.999522		-3.9979683		-6.7711643		-5.7136345				2.53291055	-0.381505499999999	0.6657872	-1.4140361	-1.97402385		-2.791039		-6.3813741		-5.03328865										-4.8965435	-0.1762645	-2.8676939	-0.4597848	-5.25633095	-0.176264499999999
2.16416	4.3672771	4.41228675	0.105022549999999	-6.6357384		-3.0891719				-4.17103675		-5.50630935		-4.1761609		-4.8124125		-4.7371514	-4.788265425	-5.0558665										-7.0513788	-0.752266000000001	-5.09418365	-0.17626465	-5.3408859	-0.17626475
-5.5798182		-0.53020835	1.26687525	-3.09067845		-3.9694663				1.42277835	0.7818317	2.1522063	-1.1781337	-6.20736885		-6.8430252		-1.44471295	-2.77119205	-5.1925553										-7.0513788	-0.752266000000001	-3.4818395	0.9757385	-0.919136375	2.127400475
-6.14139535		-4.76752095		-4.96806265		-4.41843655				-6.5144833		-7.0879891		5.1860277	0.407009800000001	-3.3149129		-6.3783917		-5.06033995										-2.9038962	-0.7345635	-5.29227185	-0.1762645	-1.1541094	-0.982607108
-4.6035115		2.14365355	0.0515096499999999	-4.72945095		1.49030355	-0.15046415			0.31018594	-0.49428301	4.58103085	0.6598606	-5.0118925		-4.09708915		0.918233385	0.99545308	-5.04687775										1.737386	-0.4468447	1.92923085	-0.1173386	-3.39080845	-0.35754985
-3.2777936		-0.12624013	-0.12074908	-4.06183745		-4.1761609				-4.0941836		-7.00958085		-5.3408859		-2.2275121		-1.03387325		-5.0287303										-0.11775211	-0.508051025	-6.3783917	-0.1762649	2.2352464	-0.26702275
-3.40383575		2.2646377	0.5696821	-4.06183745		-6.2846455				3.9496316	0.19831785	-0.636825733	-0.820572663	0.985309075	0.06423847	-5.607984		0.30772786	5.69876311	-5.0103519										-0.784087445	-0.247566905	2.79437325	-0.3863011	-5.132642	-5.12215635
-4.7802323		2.09683	-0.3987991	-0.017360297	-1.106916547	-5.81858735				6.858873	0.1304977	1.819447	-0.5188103	-0.0699101475	-1.7786478475	-3.5704397		5.43783525	-0.0866095500000004	-0.577569925	0.898631975									-5.55053435	0.6162166	-6.7711643	-0.176264850000001	2.07191275	0.0350831999999999
-3.8014114		2.3550204	0.15757555	-7.85380315		-5.2208045				6.16452475	-0.487092049999999	2.1373312	-0.25450785	5.26360715	0.672711400000001	1.4089713	-0.684897	6.9581925	0.3420619	-6.38910035										-1.37043335	0.77979885	-6.6357384	-0.1002634	-2.4941315	-3.524400685
-4.57043975		2.7169369	0.36535055	-4.9327775		-5.999522				3.7801219	0.11195405	0.418483975	-0.791189355	-1.50416775	-1.30762339	1.7409309	-0.7619169	2.61786055	1.03753715	-4.5943685										1.9866334	-0.3231474	-3.09067845	-0.25226625	1.74461115	-0.26483115
-3.1888113		2.2256945	-0.4121983	3.94185725	0.48405075	-0.965126325	1.400716225			5.66760535	-0.60770385	-1.4117759		3.3869689	-1.0401606	-5.02853135		2.70587185	-1.0668709	-5.7766115										1.5038746	0.50972637	-4.96806265	-1.9132301	-1.50202965	0.0761314000000002
-4.9521645		3.96798135	0.0440892999999996	-7.2670273		-3.94411835				3.3205518	0.0753599	1.70001695	-0.22588905	3.88606215	0.19715445	1.6340872	-0.25375215	-0.20758886	0.92963989	2.88566045	-0.50480135									-0.726170005	-8.277914155	2.3584629	-0.6531099	-5.3	-0.10026375
-2.9601662		-6.4517355		-8.488023		-5.84561965				-0.164773175	-1.070996525	-3.80259885		1.72363195	0.2179934	2.23965715	-0.14132535	1.516108	-0.4304338	1.079303875	1.33419818									-5.64976215	-0.176264400000001	-4.72945095	-0.10026315	-3.5172769	1.26821955
-4.8662053		2.4658591	0.4616386	-7.02179225		-3.59531445				5.567831	0.4349274	-1.98944795		0.5885451	6.71087735	0.94569475	4.2143077	5.905765	-1.52030305	-5.87638935										-5.15957785	-0.1762646	-4.06183745	0.399736799999999	-0.31880997	-2.56373137
-1.15634735		0.460865035	-0.565514765	-4.55149795		-4.2060764				1.35084935	-0.21712205	3.19168495	-0.22677795	-0.3622730265	0.0786832235	-6.0851055		2.07130385	0.5113408	-6.12796165										-5.37672715	-3.5537083	-4.06183745	0.399736799999999	2.39691315	-0.50253325
-5.5344497		-1.4252929		-4.55149795		-3.6438129				-1.2416348	-1.27621741	3.9400866	0.0909738499999997	-2.4199065		-5.31347285		-3.3706272		-2.60786845										-3.6408013	-0.54474755	-0.017360297	-1.106916547	-2.30180465	-1.021754475
-5.0736777		3.36700025	0.3857905	-3.67798195		-1.24942995	-0.25004344			-2.3017653		-6.4723153		-5.2142295		-2.6043185		-5.28591925		-6.23656715										-4.9048588	-0.252266499999999	-7.85380315	-0.17626465	-3.9979683	-0.176265
-5.1172669		5.3796885	-0.0186715	-3.67798195		-5.196625				1.1655121	0.1137516	-3.0908495		3.3232764	0.9472848	3.5273644	-0.98666645	-5.3161602		-5.2194719										-4.999522	-0.17626485	-4.9327775	-0.17626465	4.41228675	0.105022549999999
-4.20338235		0.85971095	-0.6352025	-7.6701495		-4.771987				5.1554138	0.30600815	-4.25112265		-5.0241575		0.53984487	-0.22615748	-5.2168028		-0.78095978	3.44722422									-4.961831	-0.100263200000001	3.94185725	0.48405075	-0.53020835	1.26687525
-4.1816464		3.8107915	-0.0222725000000001	-6.28973425		-2.3044627				1.192962535	-0.384849565	-2.4906878	-3.178635255	-3.4764479		2.11311935	0.26869295	-6.4898213		-5.25372935										2.16416	4.3672771	-7.2670273	-0.100262800000001	-6.7225995	-0.1762645
-5.1734103		2.17747565	0.46085555	-7.2080935		-4.99329665				2.18231995	-0.7980293	2.77500905	-0.27712445	-3.4764479		-6.7747983		-5.1172669		-5.0692455										-5.4329989	-0.100263399999999	-8.488023	-0.176264	2.6342256	0.1900105
-4.8932037		2.37428495	0.6279039	-7.84605175		-4.94022525				-6.1877925		-5.70508905		-4.3207666		3.21007125	-0.241120899999999	1.7858821	0.80309968	-1.001465435										-5.5798182	-0.2522667	-7.02179225	-0.3837831	-4.76752095	-0.1762646
-6.52760415		-4.5306729		-5.24196265		-5.43000605				-4.42769955		-6.377197		-4.3207666		3.21007125	-0.241120899999999	0.016535925	0.139315765	1.15990255	2.26023937									-6.14139535	-1.62074935	-0.9549479	-5.73788795	2.14365355	0.0515096499999999
-3.0802366		0.8340874	1.208308304	-6.0072657		-1.0908013				-5.48539235		0.365663755	-1.26302736	0.18111006	-0.986626265	1.3914791	0.0336469000000001	4.11013365	1.3865137											-5.07072465	-0.176264649999999	-4.55149795	-0.176264549999999	-0.12624013	-0.12074908
0.862405775	-1.796379075	-4.43000605		-6.8520839		-3.30630265				-4.5641535		-4.9633544		1.05815468	-1.45505347	3.0346017	10.1346747													-4.6035115	-0.176265	-4.55149795	-0.176264549999999	2.2646377	0.5696821
-5.3615745		-0.35482312	0.35510318	-6.8670565		-3.5181502				-5.1408011		-5.90712135		-6.38416455		0.32539954	1.52734589													-3.2777936	2.9643784	-3.67798195	-1.17626465	3.38587475	0.6694598
-5.25633095		0.79931765	-0.44221507	-6.6694175		-6.6393345				-4.70032		-6.2878283		-6.9652295		-1.5990932														-3.40383575	-0.1002633	-3.67798195	-1.17626465	1.3051881	7.27383335
0.55855419	4.73859669	0.320863625	1.102739925	-3.3411611		-6.62430675				-2.2428715		-4.25112265		-3.29218985		3.0639712	0.8372511													-4.7802323	-0.17626485	-7.6701495	-1.25226615	2.09683	-0.3987991
2.83648025	5.20817485	2.0281657	0.88911767	-5.314913		-5.3891005				-2.9119826		-3.6438129		-3.19269215		1.53973775	-0.50859245													-3.8014114	0.69221795	-6.28973425	-0.176264400000001	2.3550204	0.15757555
1.34508835	-2.1599021	-5.86960765		-3.3267202		-2.2756963				-4.499737		-3.6438129		-5.0583388		-0.28778708	-1.63895058													-5.6916953	-0.25226615	-7.2080935	-0.17626475	2.7169369	0.36535055
-4.1144019		-2.7151527	-1.726032465	-6.56729985		-5.334744				-6.44262635		-4.0558665		-5.196625		-5.9303355														-4.57043975	-0.176264900000001	-7.84605175	-0.176264949999999	2.2256945	-0.4121983
-0.70321149	3.86968996	-4.89053385		1.4640404	0.376646775	-4.87322215				-4.5488123		-3.51936555		-5.34700135		-5.27312945														-3.1888113	1.3814737	-5.24196265	-0.176264649999999	3.96798135	0.0440892999999996
-5.435756		-4.791906		-6.5875871		1.73115065	-0.746464			-0.76086569	-1.41385186	-4.9326961		3.25047305	1.4757479	3.8275076	0.0617914000000002													-4.9521645	-0.25226625	-6.0072657	-0.176264699999999	-6.4517355	-0.176264999999999
-4.6576565		2.2265376	-0.30298395	-5.7666087		-5.61673335				-4.3879149		-3.7729825		3.39706015	-0.489269	-3.2460809														-2.9601662	-0.17626475	-5.7892435	-0.176264699999999	2.4658591	0.4616386
-5.0149685		-5.27312945		-4.76752095		-0.9004918	-2.24889615			-4.6849515		-5.7155264		2.0172235	-0.00825524999999994	-4.2403647														-4.95856935	-0.1762648	-6.8520839	-0.176264750000001	0.460865035	-0.565514765
-3.95055875		2.6824876	-0.35783195	-4.8088722		-0.11548459	4.87683506			0.00639136500000001	0.27530448	-4.9823373		-2.39339055		-1.2447713														-4.8662053	-0.176265099999999	-6.8670565	-0.17626465	-1.4252929	-0.163497165
-3.41145005		-0.131776797	1.733824753	-5.5714847		-0.242532875	0.057298255			-4.75631315		-4.7041365		5.93383955	3.66844715	3.81459485	0.35890605													-4.8088722	-0.176264399999999	-6.17684765	-0.17626465	3.36700025	0.3857905
-4.47537755		0.84850455	3.18929498	-6.4936855		-0.509497785	-0.884178955			-4.09189165		-3.4067737		1.4167412	0.272136	-0.36195382	-0.839129558													-1.15634735	3.8921835	-6.6694175	-0.17626465	5.3796885	-0.0186715
-4.2314038		0.970565625	-0.940215825	-6.02186585		2.43293205	1.3979147			-0.010757865	0.014880305	-5.5451285		-0.57918278	-1.6343369	1.5929515	5.4162601													-5.44490885	-0.17626485	-3.3411611	-1.3372287	0.85971095	-0.6352025
0.070842882	-0.418369153	-5.2808167		-5.29607035		4.01359805	0.2872053			-4.5599475		-5.29480535		-3.1678933		-5.04687775														-5.5344497	-0.1762647	-5.314913	-0.176264949999999	3.8107915	-0.0222725000000001
-4.9601663		-6.2231537		-4.7946231		3.6730215	0.1082418			-6.30677765		-5.94250365		-6.14518595		-7.00572065														0.5184709355	-0.3335390645	-3.3267202	-2.21467235	2.3873893	-0.00533974999999964
-3.9180644		1.77232975	-0.39965075	-5.0578395		-5.71675485				-6.30677765		-4.542999		4.21273635	-0.87679715	-0.94019347	2.47222413													-5.0736777	-0.176264699999999	-6.56729985	-0.1762646	2.17747565	0.46085555
-1.50253565	-0.8566808935	-1.97380115		-6.39265265		2.72455905	-1.1548927			0.72918462	0.0311330350000001	-5.7258885		-1.7467339		-5.8008745														-5.1172669	-0.176264550000001	1.4640404	0.376646775	2.37428495	0.6279039
-4.75653605		-3.75469685		-5.3615745		-1.5932673				-1.06105005		-2.84734635		1.96254575	1.6821010315	0.829327115	4.036367665													-5.57610985	0.4757383	-6.5875871	-0.75226635	-4.5306729	1.2274126
-4.75653605		-4.958448		-5.2884638		2.08067945	1.05800835			-4.52153015		-3.71119045		-4.8081403		-3.6450719														-4.20338235	-0.17626485	-5.7666087	-0.17626455	0.8340874	1.208308304
-5.7784231		2.10709305	0.3247527	-3.3088193		-1.6902511				-1.1083797		-7.08616255		-6.02339415		1.550780985	7.090704335													-4.1816464	-0.7522663	-4.76752095	-0.1762646	-4.43000605	-0.17626505
-6.27120125		-3.95600765		-5.5236915		2.71806695	-1.1722822			1.08784682	-1.48602463	-7.08616255		-5.852514		-0.40338385	-1.47017785													-5.1734103	-0.176264850000001	-4.8088722	-0.176264399999999	-0.35482312	0.35510318
-3.6983346		-5.6713688		-3.8124125		-4.1026305				-3.062893		-4.605082		-6.25663475		0.6275496	3.4205205													-5.446049	-0.176264850000001	-5.5714847	-2.51404717	0.79931765	-0.44221507
-3.88894415		-6.7074677		-5.07451345		1.68502005	-0.64799765			-5.49423645		-4.3950157		2.28145395	5.47603775	1.92613815	-0.29021285													-4.8932037	-0.176264900000001	-6.4936855	-0.176265	2.1101887	0.00353844999999975
-1.79693261		-5.56900285		-4.5973683		-7.0545859				-2.5063095		-4.1692224		3.3650899	-0.8793691	1.3445359	0.1325295													-1.88159605	2.9291838	-6.02186585	-0.17626475	0.320863625	1.102739925
-4.59531435		-5.93845915		2.873116	0.67456105	-4.36084915				-6.05810465		-4.51502635		9.744143	-0.288923500000001	-5.62279515														-6.52760415	0.39973705	-5.29607035	-0.1762648	2.0281657	0.88911767
-4.48428295		-4.9776151		-5.5290805		-6.199695				-5.384351		-4.2087655		9.744143	-0.288923500000001	-0.104832098	-0.691081463													-3.0802366	-1.57994205	-4.7946231	-0.17626485	-5.86960765	-0.176264499999999
-0.71332365	-3.79513765	-7.3301202		-5.3506585		-0.12109503	-0.015563495			-5.384351		-4.5766985		6.8283263	0.0158638	2.872566	2.4578158													0.862405775	-1.796379075	-5.0578395	0.39973685	-3.8972424	1.6162166
-4.562052		0.64673272	0.3126197	-5.486501		-4.09708915				-3.75037175		-5.9529665		-6.70889305		-0.10963752	-0.02825322													-5.3615745	-0.17626475	-6.39265265	-0.17626435	-2.7151527	-1.726032465
-4.0924809		-0.28704787	3.63841338	-5.1100929		-4.1115309				4.1236541	0.33106075	-1.89008835		5.1356197	0.6953376	-1.067305735														-4.613693	-0.176264799999999	-5.3615745	-0.17626475	3.7217092	-0.713452849999999
-6.65617985		1.8072168	-0.4619441	-4.0677651		-4.5084936				3.0045748	-0.38885235	-0.86545134	0.52899611	1.49653195	0.390854225	-4.8106435														-5.25633095	-0.176264499999999	-5.2884638	-0.1762648	-4.89053385	0.899737149999999
-4.60894985		-7.14455915		-5.4809501		-3.96911085				5.380041	-0.273799049999999	-5.52546485		0.559352505	6.301152105	1.07885285	-2.09090295													0.55855419	4.73859669	-3.3088193	0.39973685	-4.791906	-0.10026345
-3.40318945		-6.38316105		-5.1244055		-4.32002035				2.69855055	0.1596909	-7.4928582		3.95765195	-0.58112385	6.46413375	-0.693562													2.83648025	5.20817485	-5.5236915	-0.17626475	2.2265376	-0.30298395
-5.5193655		-4.0879395		-4.2060764		-0.338916943	-1.804073293			-2.989349		-5.26022505		2.4578627	-0.38284755	-2.0065364														1.34508835	-2.1599021	-3.8124125	-0.1762647	0.63080615	-0.8048436
-4.234465		-5.4161115		-1.3817912		-6.029491				2.320454	0.743816575	-5.932951		-6.8755429		2.561234	3.325168175													-4.1144019	-0.1762647	-5.07451345	0.823735450000001	-5.27312945	-1.9892318
-4.90153835		-4.48585135		-5.7445405		-6.74777985				2.53070105	-0.3786856	1.3669728	2.219763615	4.42992975	0.529524099999999	2.8619132	-0.69927895													-5.3608365	-1.25226625	-4.5973683	-0.176265099999999	2.6824876	-0.35783195
2.94952175	-0.50834095	-4.9537682		-4.01527045		4.7159623	0.475766449999999			-2.9005881		-5.3646519		2.48361825	-0.0470755999999999	-1.86381165														-0.70321149	3.86968996	1.2578776	0.970049366	-0.131776797	1.733824753
-5.61267805		-5.41145015		-4.01527045		-0.577534935	0.87216603			3.2412082	-0.0262028000000001	-4.1747174	-3.475756215	4.268588	0.504870849999999	4.64346215	-2.4074736													-5.435756	-0.176264849999999	2.873116	0.67456105	0.84850455	3.18929498
-4.9079443		2.0328195	0.14900035	-5.6839855		0.442430765	0.420415155			0.528473648	0.340708948	2.75469575	-0.30024075	4.90195515	9.9761763	4.3017784	-2.6823384													-4.6576565	-0.17626475	-5.5290805	-0.17626465	0.970565625	-0.940215825
1.57229685	6.46001765	-4.43460795		-4.791039		-5.06331465				3.1179299	-0.0590381999999998	-6.01189225		-0.51244974	-1.11947464	-2.5088779	-5.3722724													-5.0149685	-2.281713165	-5.3506585	-0.17626505	-5.2808167	-1.62074905
-5.25504475		-4.8965435		-4.791039		-6.2121197				3.1179299	-0.0590381999999998	-3.8723415		3.05066405	0.79368665	-6.4190171														-3.95055875	-0.1762646	-5.486501	-0.1762648	1.55668655	-0.5904654
-1.30220945		0.29241054	1.29972445	-0.96766465	5.3862265	-2.0344927				3.44672405	-0.60021015	-2.17892395		-5.4987481		1.98156985	-0.06770605													1.13248955	-0.9526853	-5.1100929	-0.17626475	-6.2231537	0.69221745
1.50503945	0.0609945000000001	-0.9288899	-1.07763915	-5.64082885		-6.1925553				-2.336795		-6.1731637		-1.4933163		-4.7207762														-3.41145005	-0.1762648	-4.0677651	-0.1762649	1.77232975	-0.39965075
-4.49753935		-4.5850023		-4.97919085		-1.6243344				1.93858785	0.95712864	0.83766718	-0.0548496549999999	3.9703452	-0.52034315	-6.4786707														-4.47537755	-0.176264549999999	-5.4809501	-0.176264849999999	-1.97380115	0.45361485
-4.4596594		-4.12431845		-7.54698945	-6.855909215	-6.51158545				1.93858785	0.95712864	-6.7478573		5.47416125	-0.45760885	-2.62519765														-4.2314038	-0.10026335	-5.1244055	-0.17626465	-3.75469685	-0.17626475
-4.0766251		-5.1945561		-4.6772055		-3.6241898				-2.19534305		-7.58500195		6.4051522	1.1362752	2.9598093	0.09295045													0.070842882	-0.418369153	-4.2060764	-0.1762649	-4.958448	0.399736999999999
-2.79502225		-5.83838035		-4.9839085		-5.6136927				-0.549192536	2.388376814	-5.68003345		3.6856699	1.52852705	3.85401965	0.544101													-4.9601663	-0.176264849999999	-1.3817912	4.060701	2.10709305	0.3247527
-3.53999625		0.78366383	0.80656043	-6.4477575		-5.3408859				2.1485179	0.371280225	-0.92825075	5.53032725	2.1112717	3.22238585	-8.085833														-3.9180644	-0.176264649999999	-5.7445405	-0.1762647	-3.95600765	-1.71145925
-4.69073385		-5.6438129		-4.82823735		-3.0682166				-3.67501045		2.7766974	-0.2559956	0.417637055	-0.034816545	1.8805723	3.6702464													-1.50253565	-0.8566808935	-4.01527045	-0.1002632	-5.6713688	-0.17626505
-6.69409655		-2.0833812		-5.1470145		4.4574977	-0.5718648			-3.3828018		-2.22691855		-4.4731425		3.66972625	-0.16760905													-4.75653605	-1.32826775	-4.01527045	-0.1002632	-6.7074677	-0.176264700000001
-1.9435222	-1.11504977	-1.49208324		-5.3198963		1.59506105	-0.26705735			6.6227348	0.6239615	3.1605478	-0.1970883	-0.99938743	4.28515107	3.1942946	0.13924595													-4.75653605	-1.32826775	-5.6839855	-0.17626435	-5.56900285	0.484699299999999
1.0767864	-1.46198475	-4.09998915		-4.420411		-5.7212683				5.9057535	0.13690585	-0.15007995	2.0886876	-0.44022037	-1.043219055	-1.0110817														0.8479581	4.55314755	-4.791039	-0.176264549999999	-5.93845915	-0.1762649
-4.7287018		-0.74347275	0.42696065	-5.10432815		-0.646707	-0.36432151			-4.85285165		-6.43976735		1.7984409	-0.970774	-7.8048792														-5.7784231	-0.176265099999999	-4.791039	-0.176264549999999	-4.9776151	-0.176264849999999
0.08723654	0.083946451	-6.1194124		-6.42885335		-2.48693295				7.6489928	0.4750468	-6.39560605		0.25549618	1.45712863	-2.6468884														-6.27120125	-0.1762651	-0.96766465	5.3862265	-0.764415775	0.22577518
-5.44148335		-4.6655078		-4.523618		-6.8679503				4.98089725	0.11203295	-6.4914783		-7.0825013		-1.8758969														-3.6983346	-2.6649048	-5.64082885	-0.1762643	-7.3301202	-0.176264199999999
-5.337204		2.0526267	7.6074589	-3.45287		-0.67649313	3.46365657			-4.93902485		-6.1219773		0.245767671	-1.395169179	-0.89876005	0.15348145													-3.88894415	-0.41323015	-4.97919085	-0.17626465	0.64673272	0.3126197
-3.9031893		-5.88398		-5.8576639		0.73538643	-1.92307227			-5.9649458		-2.2836211	-5.58049705	2.3335093	-0.0643116500000001	3.27358795	2.64834746													-1.79693261	1.80341449	-7.54698945	-6.855909215	-0.28704787	3.63841338
-3.7287018		-1.2828836		-5.3543062		2.69068465	-0.1866199			-2.376613		-6.0239873		0.431757645	-0.49907533	-3.22232665														-4.03480505	-0.17626485	-4.6772055	-0.176264949999999	1.8072168	-0.4619441
-4.3518755		-5.32482335		-7.2673365		3.9222475	-0.23485795			-0.9929027	-0.0053669999999999	-6.22013835		4.23003075	0.0497429	0.52420637	0.3103269235													-4.59531435	-0.176264649999999	-4.9839085	-0.17626475	-7.14455915	-0.176264799999999
-4.85514855		0.74328385	-0.35694905	-4.2485115		-4.9870445				4.06880905	-0.71632075	-6.3149125				-2.04948945														-4.48428295	-0.176264949999999	-6.4477575	-0.1762647	-6.38316105	-0.17626505
