ES_mean_A_No_ES_Enh_only	Rel_exp_A_No_ES_Enh_only	ES_mean_N_No_ES_Enh_only	Rel_exp_N_No_ES_Enh_only	ES_mean_B_No_ES_Enh_only	Rel_exp_B_No_ES_Enh_only	ES_mean_A_ES_NEDE_only	Rel_exp_A_ES_NEDE_only	ES_mean_N_ES_REDE_only	Rel_exp_N_ES_REDE_only	ES_mean_N_ES_NEDE_only	Rel_exp_N_ES_NEDE_only	ES_mean_A_ES_nonEnhTE_only	Rel_exp_A_ES_nonEnhTE_only	ES_mean_A_ES_REDE_only	Rel_exp_A_ES_REDE_only	ES_mean_B_ES_NEDE_only	Rel_exp_B_ES_NEDE_only	ES_mean_N_ES_nonEnhTE_only	Rel_exp_N_ES_nonEnhTE_only	ES_mean_B_ES_nonEnhTE_only	Rel_exp_B_ES_nonEnhTE_only	ES_mean_A_Mixed	Rel_exp_A_Mixed	ES_mean_N_Mixed	Rel_exp_N_Mixed	ES_mean_B_ES_REDE_only	Rel_exp_B_ES_REDE_only	ES_mean_B_Mixed	Rel_exp_B_Mixed	ES_mean_All_A	Rel_exp_All_A	ES_mean_All_B	Rel_exp_All_B	ES_mean_All_N	Rel_exp_All_N
-1.5405919																														0.038791675	-0.198015533				
-2.4354257	-3.53140307																													-1.22329708	-3.82819063				
-3.69879685																														0.60785537	-2.31225998				
-4.11277965																														-4.28889385	-1.61349935				
-5.7082286																														1.1604372	0.20846045				
7.06801295	0.13105195																													1.1604372	0.20846045				
-2.93114995	-2.53533561																													2.99263205	-0.26995755				
-2.28493735	-2.22529056																													-2.1250965	-0.89693175				
0.9474559	-0.9305697																													-6.77309295	0.616216549999999				
-7.7768381																														-6.88145395	-0.176264450000001				
-4.7818736																														-7.08116265	-0.544747149999999				
-1.91249205																														-1.09133677	5.86529003				
-7.0929272																														-6.36776665	-3.95908045				
-3.82829155																														3.2318182	0.10519795				
-0.73724482	-0.6799954725																													3.04714205	-0.7497198				
-1.21513908	-1.61232733																													2.69186565	1.34571625				
0.39395301	0.000720189999999954																													-3.9421804	2.29766605				
-4.3399253																														-4.2795385	-0.17626455				
0.00634633	6.49656813																													2.05149115	-0.8668615				
2.3045978	-0.6464269																													0.535707725	-2.961992325				
0.68838285	-0.1431663																													-2.05898675	-1.186644025				
-6.9416959																														-0.178381935	-1.795824085				
-4.74433																														6.38320175	0.168929949999999				
-8.1704815																														1.4612528	-0.20255405				
-6.5662522																														3.4171563	-0.9665376				
5.1271188	0.4206488																													0.656578715	-0.854111385				
-5.7127924																														2.00981435	-0.91987575				
1.44382095	-0.16484485																													0.125612885	-0.872793765				
-4.4987481																														-7.5878451	-8.6998565				
-0.3949482	-3.2550787																													-2.94366585	3.98692215				
-5.2240995	-4.460559475																													-6.6121702	-0.176264399999999				
0.602374325	-0.853119275																													-6.9597671	-0.176264850000001				
-6.51365																														-6.7069925	-0.17626475				
-6.7291701																														-6.99056475	-0.176264550000001				
-6.8548687																														-5.44285655	1.26821995				
-5.26733375																														-6.5886195	-0.1762647				
2.46492465	-0.516791749999999																													-6.6345439	0.692218100000001				
-0.68669222	-1.44017271																													-6.7386193	-0.1002633				
0.827079575	-1.039366875																													-7.4389087	-0.176264700000001				
2.60018735	-0.2440555																													-7.93987585	-0.17626485				
3.23010565	-0.34734525																													-7.3267207	-0.176264900000001				
-0.545834675	-1.200270455																													-5.64659815	0.89973685				
0.827074715	1.30496018																													-7.00068625	-0.176264349999999				
-0.315556115	-1.439299015																													-6.9266651	-0.176264600000001				
-2.3482826																														-6.4003189	-0.176265150000001				
1.3626441	0.37704265																													-6.339596	0.39973645				
3.1137947	0.13201385																													-6.33228015	-0.176264400000001				
-2.25414585																														-6.716944	-0.1762648				
-6.8802211																														-1.28074565	-1.51813593				
-1.07157175	-1.281235																													3.5139295	0.8237494				
-6.7324278																														0.48661125	0.179657405				
-6.34333515																														2.29208315	0.3907188				
-3.05238625	-2.08890315																													2.5460951	-0.61124425				
2.3931681	0.424575																													1.4285215	-2.1985028				
3.17538935	-1.0097563																													0.254725021	-0.479701629				
-3.17196465	-3.25829068																													-6.3075581	0.3997364				
5.1893761	3.0537889																													2.0172235	-0.00825524999999994				
-0.90944275	-0.33630075																													1.33392245	0.18384382				
-5.76071095																														4.94720035	-0.34644835				
2.3434094	-1.47075985																													3.72564675	0.94426825				
-1.9765936	-1.14197122																													-0.045778645	-0.580337685				
-3.1558621																														0.052583531	-0.475813564				
0.687080775	1.13448831																													0.82400331	1.258917615				
-6.2040563																														1.3910865	2.25720084				
4.18900975	-0.35661775																													-4.4641676	-0.176264999999999				
1.135743	-0.34091175																													-2.0259885	1.74773365				
-4.0748239																														-0.98683805	-1.548510095				
0.74370855	-0.95739975																													-3.8222315	-0.8707857				
-5.21207335																														-6.3856361	0.4552519				
-0.73112448	0.47734902																													1.08376575	-2.1934804				
-0.801766425	0.452280575																													-0.216105645	-0.996446775				
1.95715115	-1.39279735																													-2.89230975	3.85318195				
-1.7972531	-2.986615																													0.00772484999999995	-0.63326897				
-4.76770335																														0.25484076	-1.00749014				
-6.68253515																														1.1267122	-0.5418959				
-0.404509685	0.80822193																													1.1626503	-0.18849415				
0.39044337	3.38784232																													0.8423455	-0.72198705				
-2.775926																														4.4721818	0.135413999999999				
0.17010549	-0.77019011																													-5.823859	-0.1762648				
-0.929356515	-2.322488815																													3.16368685	-0.38753175				
-0.113890265	-0.56232464																													2.6450669	-0.20407685				
-2.71907735	-1.785665675																													1.3074884	6.49158905				
0.287416519	6.611135719																													-0.13822552	-0.399773465				
-1.5588506																														-4.71493985	-3.1037905				
-6.65667205																														-6.6180179	-1.86346215				
-0.33572833	-2.47869578																													1.00772005	7.49989685				
-0.84832	-0.7522662865																													0.317581093	1.760246143				
-1.8418979																														0.497109235	0.02972415				
-6.3476118																														-1.2685837	-1.88606747				
-6.5643297																														-5.47151035	-4.40021942				
-0.81369653	-1.22744178																													-0.6791161	3.12980885				
-6.14490985																														-0.232583785	3.775374865				
-1.2877427																														-0.31406303	-0.738284295				
0.11146128	0.612026855																													-1.75653705	-0.682301				
0.11146128	0.612026855																													-6.337929	-0.544747249999999				
-1.500503015																														-7.43518215	-0.1762646				
-6.2608988																														-6.6708813	-0.1762651				
-6.7155264																														-8.05250215	-0.176264900000001				
-4.49180985																														2.1411505	1.67536391				
-6.15499355																														-7.9601658	-0.176264349999999				
-7.2449136																														-0.51928603	2.82091197				
-6.8534282																														-4.8483751	-2.02091445				
-7.7324443																														-0.090524465	-2.212756915				
-6.4037259																														1.49364375	-1.61219625				
-7.569917																														-1.41692325	-2.65819519				
-6.89487455																														-2.041758	-0.9136544				
-7.2089624																														-2.39339055	4.1804342				
3.66564955	-0.11469495																													-5.813017	-0.96874575				
-4.17228285																														1.8462554	-0.22882545				
1.74398685	-0.7083031																													0.64865853	0.46752355				
-3.0233361																														-6.202708	-0.176264999999999				
1.8352682	-0.29804925																													3.287588	0.93947635				
-6.4061877																														-1.13941955	0.029798215				
-3.2795135																														-1.16950385	1.06275885				
-6.229332																														-2.87930775	-3.92276345				
3.6539216	-1.35765385																													-0.57949414	5.00810971				
3.9459218	0.5585314																													-4.0174309	-1.7374631				
-3.06194425																														1.87216595	-0.85386795				
-1.51325175	-0.73809035																													-0.11155108	0.408935185				
-5.79518485																														1.76725215	-0.0141887999999999				
1.37373745	-0.5222668																													2.7258154	7.0723964				
-6.258235																														1.83290695	0.12148845				
-6.42191695																														1.49290715	-1.1778834				
-0.23585729	-0.84600794																													3.3271471	-0.33832385				
-7.04009925																														0.192636145	-0.53698198				
-0.49268123	-0.73222572																													-7.2161347	-7.67751176				
-7.5942865																														2.7235051	-0.4288495				
-2.69841525																														0.072134125	-1.506710375				
-2.6616303																														-2.56689445	3.89218315				
-5.92298535																														-6.1547602	-0.176265				
-6.0196093																														4.22401125	7.96845665				
2.913637	-1.57541885																													-4.58183885	-0.761227150000001				
2.9879389	-0.00509150000000025																													2.78244315	-0.8350017				
-0.31507487	-1.461197755																													-4.85282115	-1.04474735				
-0.31507487	-1.461197755																													-1.08438465	3.7308929				
4.59384665	-0.3000767																													-6.2244445	0.768219499999999				
-4.1484158																														1.9768111	-2.35564905				
-4.1761609																														-7.7152662	-1.60026305				
0.9402266	1.26863417																													4.10416635	-0.15517515				
1.66823335	-0.24224435																													-5.17203285	-0.17626465				
0.38320445	-0.6125582																													2.57382565	0.70332205				
3.21277295	-1.30926455																													2.57382565	0.70332205				
1.55946895	-0.6061339																													0.77755886	-1.20261044				
-0.516235135	-3.818052535																													5.3857855	0.0269233				
2.0899984	-1.5537368																													2.94867865	-0.8987469				
2.21125805	-0.40068965																													2.04856395	-0.53098905				
-1.76440265																														-1.92454925	-0.7240049				
4.94774265	0.481714650000001																													-2.6345526	0.7489473				
1.47448335	-0.17974545																													4.3203785	0.2666981				
2.00898765	0.30315645																													-1.6104581	-0.2612273				
2.198016	-0.2637786																													2.9610156	-0.48348375				
2.9869989	0.0580368																													2.0947898	-0.25539345				
-2.5505858																														-2.5953179	0.44248495				
1.7678249	8.7109728																													-1.94988085	1.0068964				
5.26005055	0.588027749999999																													2.2125303	-4.43147165				
0.193925	-0.8639026																													0.268485065	0.117618313				
1.8858102	0.087723																													0.52531365	0.337520275				
3.78179135	0.93027075																													0.55697695	0.262593455				
1.53779265	-1.1587866																													-1.359502	-1.14885075				
1.60030105	1.452258735																													2.40805785	0.13517595				
-5.2391099																														-0.39090748	-1.18340188				
-1.021478	-0.706152275																													2.257437	-1.00661655				
3.0153178	0.64589955																													-1.1910284	0.3754039				
1.96494915	1.402649285																													1.46725525	-0.44995705				
0.67186715	1.79359103																													-7.50138275	-0.176264699999999				
0.0412860045	-1.0507838455																													0.206714205	-1.232267195				
1.13046195	-1.3208402																													1.12558325	0.3959032				
2.5891994	-0.56386935																													5.790478	0.0491685999999998				
-1.03059943																														5.1796849	-0.20662425				
-1.03059943																														3.7837368	-0.2084782				
3.2358884	-0.9251178																													4.026721	-0.410595499999999				
1.4116214	1.09038692																													-0.689227425	-0.300843325				
3.4295882	-0.0199046500000004																													0.71675345	-0.324989135				
-2.19720715	-2.930161947																													-3.4269915	-1.32378705				
-1.8759608	-1.498192715																													-3.4269915	-1.32378705				
3.0172645	-0.2847774																													4.22943305	-0.454316400000001				
1.76411055	-0.65624035																													2.5971124	-0.753152399999999				
2.8135749	-0.82396495																													3.1889251	-1.1284124				
1.7484268	0.53345755																													5.009773	-0.652914200000001				
0.74644842	-0.87704928																													0.274142835	-0.3003710355				
2.2062185	0.55156835																													-3.83347415	-0.17626475				
2.1434768	0.0436720500000001																													-1.168998175	0.860266925				
-3.90101325																														-7.07588915	-0.1762646				
-0.19505238	4.50337977																													-4.1631083	1.2682197				
0.8037765	2.6063684																													7.2579897	-0.4172848				
2.92670285	-0.2916924																													-0.4097482875	-2.0182007275				
4.514843	0.893324150000001																													1.9456944	0.51913665				
2.2193096	-0.13492785																													-0.0469155165	-0.8761397515				
1.0041032	-0.1863475																													-1.981172	-0.27949015				
-6.4284814																														-0.88088008	5.89060017				
-0.8258501	-0.23773205																													-2.971483	0.5182565				
5.1471033	0.2563803																													-5.5027773	-0.100263099999999				
2.20730005	-0.65603015																													3.32102175	0.482554				
1.52876235	-1.44920035																													-2.2935898	-2.49094296				
4.5885917	0.5105753																													2.40197835	-0.2858705				
4.053336	0.17399965																													0.196389165	-0.702118805				
7.6294248	0.1295391																													-6.26798135	-0.176264799999999				
4.3986225	-0.1907599																													2.10346215	-2.29347185				
2.51135005	-0.24213755																													0.64181508	2.84750448				
6.5432355	-0.281604																													-5.721204	1.060701				
6.0785329	-0.22850255																													-0.75331663	-0.800944495				
6.0785329	-0.22850255																													-4.17086135	0.61621635				
4.84831785	-0.75754065																													4.7851126	-0.508472250000001				
-6.8212255																														3.1663302	0.5545529				
2.41976785	-0.28834105																													0.84478525	-0.6410929				
0.87851382	1.226519925																													-3.8717115	-3.80009102				
2.43258595	0.00851730000000028																													2.1993189	-0.3841915				
1.7764008	-0.44673925																													5.02326035	0.0057324999999997				
-0.70874469	-0.483044245																													4.78728625	0.273216099999999				
1.95999345	-0.6330676																													4.86636525	-0.44230025				
4.97058295	-0.5558779																													5.93383955	3.66844715				
-5.6258165																														-0.89244	-3.0533568				
-0.177514385	-0.83019022																													0.203790328	0.794171651				
0.449151985	-1.763225965																													1.9630454	-0.6325156				
3.005857	-1.31802245																													1.79443905	3.43041295				
4.23706845	-0.640993050000001																													5.6604147	1.31206235				
-2.84616485																														-0.102885365	-1.573236165				
-2.7987906																														-0.7360015	-2.37708795				
4.1783853	-0.4340907																													2.71704555	2.69873421				
1.39220385	-0.0649198																													-0.571609585	1.775904215				
2.23289395	-0.9352858																													5.345329	-0.0256186500000002				
-2.85710105																														0.41149932	-1.39951948				
-3.1697881																														3.5607854	-1.0329391				
-3.0796854	-2.2551908																													3.62326445	0.6550676				
2.18279985	0.632365225																													1.43173425	0.7599213				
0.141453532	-2.348523368																													0.48213553	-0.61197402				
-6.9416959																														1.90548205	-2.35062795				
-5.396022																														1.27169445	-2.03525505				
1.43722295	7.03195845																													0.62597752	-2.60850278				
0.31772898	-0.41650997																													-0.9389942	-1.52623802				
-3.8957163																														-0.85501108	-1.1373886785				
-0.56004711	-3.43737871																													-1.57085985	-0.5479607				
-3.59458695																														0.50025503	-0.168593185				
-7.5999307																														-1.874279	-0.9767168				
2.386259	-4.08328265																													-6.39648	0.399736799999999				
0.946950225	3.964064125																													3.631063	0.0129945000000005				
-5.2841289																														0.712219025	-0.529937025				
-6.88456345																														2.252689	0.3562191				
-2.04482555																														1.2339308	0.33568375				
-5.7602069																														-0.94052527	1.36681353				
-1.81232045																														-1.064634235	2.910643265				
-4.98998																														-7.1010749	-2.2817132				
1.86676145	0.6074142																													1.45512615	-0.2425136				
0.8817467	3.2619937																													2.4842112	-0.6980274				
-5.4929067																														1.6343916	0.21118395				
-4.15750585																														1.0018088	0.0943497750000001				
-3.19631665																														1.9602773	-0.0104256				
6.7545178	1.51504005																													0.21816488	0.73696719				
-1.009497765	-4.409444765																													1.7370493	0.1059797				
-2.31130185																														5.25244595	-0.2269652				
2.68791585	1.46783885																													1.38792495	0.71308535				
-2.2219145																														1.13876465	-0.1967989				
-3.6907118																														1.05964865	0.64371401				
-6.57765735																														1.05964865	0.64371401				
4.25111245	0.70143545																													0.69468552	-0.168472805				
2.38025235	0.07422145																													0.69468552	-0.168472805				
-3.29444185																														-1.39826975	-1.6735718				
-1.96937575	-1.02287236																													3.39520545	-0.70582485				
-1.96937575	-1.02287236																													0.808412175	-0.276184925				
-5.49280265																														0.97472623	-0.78336117				
-3.6739273																														0.63062468	-0.318504425				
0.98491395	1.117833925																													2.72659975	1.654767975				
-5.03328865																														0.47108682	-0.81418328				
-4.7117397																														1.1659472	-0.96449315				
-5.8224125																														-4.05907955	1.56644875				
3.0042758	-0.5823484																													1.83211845	-0.6066564				
4.66788265	-0.2293026																													1.9775612	-0.98378875				
4.665796	-2.86900955																													-0.2184184625	-0.7582311325				
-6.0925372																														-0.858564915	0.405032435				
3.02045285	0.78911995																													1.4136816	-0.85510745				
-1.6168663																														1.2666359	-0.7515056				
1.346005	2.20283625																													-2.9984691	-1.5597451				
-5.530491																														-3.67961535	-0.41897815				
0.22942138	-0.74914452																													1.90226205	-0.5219836				
-6.62883135																														-2.4879359	-1.402648715				
-2.21911685																														1.29108395	0.30418038				
-3.55530645																														2.1260695	-0.87760645				
-5.085134																														0.0148216235	-0.6761238915				
-5.7883445																														-7.2163297	0.399736800000001				
2.83983235	-1.3365733																													2.5777859	0.40855035				
4.3153395	-0.3165684																													0.737204035	1.626342735				
4.35727825	0.566052350000001																													2.2114377	0.11919535				
4.0166451	-0.19126005																													-2.71944215	-1.510358885				
-6.23538445																														-6.962558	-0.82826755				
-6.1658189																														-5.959368	-0.176264799999999				
0.00275658000000001	-3.74821612																													3.1606443	0.1729776				
3.12968995	0.0367832000000003																													3.05096585	2.061457				
-2.3117889																														2.05897005	-1.6020688				
-3.06292805	-2.11210245																													-0.325849695	-1.538877645				
-5.1637417																														4.59196925	0.63350805				
2.4186354	0.51720415																													-1.5742809	0.1195484				
-5.9823373																														0.84549776	-0.00503012000000003				
-2.50656115																														2.10063925	-0.31041045				
1.0352212	-0.9528592																													-1.4892388	1.3971559				
0.911126725	-2.836756575																													1.81766375	-1.40177315				
2.2660795	-0.5920017																													-2.9797485	-2.03224165				
2.60632945	-0.269976																													2.76966915	7.05920265				
-6.49248725																														-1.4563029	4.4675913				
-3.8746965																														3.4847516	-1.0197022				
-5.1036135																														2.4364332	1.84732215				
-5.1158352																														-2.9053949	-3.65908585				
-4.77479815																														-2.00328545	0.00905685000000034				
-4.29227185																														-8.324758	-3.48198195				
-1.86410935																														-6.5133963	-4.25414255				
0.094581955	3.779403405																													-5.76112325	-0.1762645				
-4.03783255																														-2.6795305	4.2296355				
-7.3642902																														0.384775105	2.202019105				
-4.337204																														-1.952674	-1.231178215				
-4.3518755																														-7.387341	0.475737999999999				
-4.7436135																														-5.4220907	1.48469965				
1.390264	-0.8831336																													-3.78842665	0.2922301				
-4.69265635																														1.4167412	0.272136				
2.08712325	-0.6028593																													-6.92543975	-0.176264900000001				
1.1330266	0.522335625																													-4.7834825	-0.38378335				
1.4984866	3.6141583																													-0.57345507	-1.92965982				
4.86516	-0.4223952																													-7.849029	-1.2522661				
-0.177484275	1.836887925																													-0.28525891	-1.041271175				
4.24479225	-0.4266569																													-3.47805485	2.5696618				
1.6469623	3.6279766																													-0.49013335	-1.025167515				
-0.134026	1.94393435																													-0.07776135	-1.5773613				
-4.86108635																														4.0154237	-0.1768063				
-5.7163297																														-0.75859309	-1.0248110715				
-4.858304																														0.7554509	-0.199435175				
-6.3867278																														-3.4297353	3.27718035				
-7.0009918																														-7.43460765	-0.17626465				
-6.1272515																														2.8655995	0.519297				
-5.50630935																														-2.22320035	-1.843959785				
-0.119206321	0.421001079																													3.79859355	-0.207244500000001				
-3.85664585																														-1.11874945	-0.2539038135				
-6.1153337																														0.71982041	5.58612871				
3.72950775	0.42716735																													2.2210255	-0.7441525				
1.29421055	-0.5042165																													-3.69499835	1.39973695				
3.33566215	-0.21870175																													0.66278055	-0.6904286				
1.125263425	-0.434199525																													-1.0551129	1.9109207				
1.25376965	-1.1568632																													3.4585202	7.90000105				
-1.7358035	-1.352226235																													-6.88256785	-0.1002633				
0.051227073	-0.243009277																													-6.19519925	-0.100263099999999				
1.67973905	-0.73425265																													-4.9807651	-0.17626485				
-3.9039267																														-6.4073589	-2.4132303				
2.21704275	-1.00065965																													-2.40842465	-1.297251035				
0.663255035	-2.357326365																													-6.91260835	-0.10026315				
3.6366398	0.9034205																													-2.9989582	3.86115295				
3.6366398	0.9034205																													-2.87929475	3.153634				
2.0171353	0.42377795																													-0.99141262	3.02168078				
2.0171353	0.42377795																													1.7962704	-0.0324882500000001				
-2.1873086																														-2.13518375	-4.40551195				
-0.45950845	-0.691082555																													-6.6345428	1.5607002				
-4.22607635																														1.14302908	4.87489338				
2.90164465	-1.1888779																													-1.650957037	6.068268763				
2.4820242	-0.23539945																													0.13002162	0.3069230955				
1.89081215	-0.6605797																													-2.09731705	1.2739673				
-0.49589885	-2.64835992																													-2.9361986	-3.22187953				
1.6785891	1.47105728																													1.0928281	-3.2250735				
-3.5185574																														-5.0159497	2.9086983				
4.18186095	-0.509632750000001																													-2.5285475	-1.6552218				
4.22996365	-0.46855885																													-6.4590988	1.1922176				
-6.58293035																														3.06369795	0.34707285				
1.029794	-1.4711374																													0.625287075	-1.340357125				
5.1791492	-0.0939055																													-0.44095628	-2.31096838				
6.1410605	0.18794265																													-2.80709875	0.50502035				
-4.31851385																														-1.2661325	4.46788015				
-4.87024885																														2.63895535	-1.21883225				
6.16899945	1.07190895																													3.5043119	1.92593695				
4.8928162	0.730466																													-1.43271255	0.2537215				
4.6393559	0.1806427																													-2.20945845	-1.753698425				
-1.3647864																														1.12841745	-0.65992485				
6.02829065	0.0740428500000014																													-3.41561385	2.49793565				
1.8420485	0.6731619																													-4.87638935	-0.176265150000001				
-0.52032468	0.18903043																													1.25755585	-3.3433575				
7.7088187	0.471614349999999																													-6.6191975	0.47573865				
0.379113665	-1.960093385																													-0.917057662	1.034467188				
0.91510035	2.25920707																													3.11600995	1.4976167				
-3.7469801	-3.360299605																													1.7120823	-2.5538858				
1.37987885	-1.2222244																													-2.18701715	3.65640305				
-6.27454175																														-2.13975565	-0.402298825				
-7.76760875																														1.6099367	-0.1813786				
4.62278055	0.24712905																													-0.02634815	6.73260185				
0.729992	-0.95112015																													-0.898140635	-3.595585385				
1.4825827	0.1160092																													3.6890701	-0.8352984				
-5.22409985																														-0.53831143	-2.39797528				
-7.0795665																														0.737863815	-3.015293485				
-6.4802553																														-4.91472925	-1.5695632				
2.89480245	0.95232885																													1.31703715	0.9434122				
1.70087655	-1.26556895																													-3.7223517	-2.318965725				
-4.0254354	-4.225163925																													0.1032184075	-1.7825621425				
0.5328137	-0.67677285																													-0.1761822825	-1.1298501825				
0.770564855	-0.910188645																													-3.8058935	-3.450385025				
1.4458489	1.0830502465																													2.41252325	-0.28481985				
0.253398605	0.200909685																													1.9751777	0.30523575				
-6.36398885																														-1.8227769	-2.621273175				
-0.798557845	-1.823004195																													-0.9313242	-0.78610815				
-1.84169435	-1.433551315																													-2.7758868	-1.27078192				
-1.5102665	-4.5556174																													-0.271211042	-2.226635342				
-7.6152133																														-0.17298393	-1.58819228				
-0.690956145	-1.867501795																													0.331624935	-2.867241565				
-1.6419706	-0.7076935																													-7.554586	-0.1762648				
-5.2296138																														-1.86559475	-0.43355135				
-3.83376665																														2.31057465	-0.68440605				
-3.83376665																														-2.9712468	1.93493155				
-5.6805278																														-1.78392815	3.19471855				
-4.00781845																														-0.097223445	-2.785784995				
2.9016	-1.12273285																													1.54212905	-0.78570865				
1.209282465	1.806170265																													1.3382114	4.5478439				
-1.4189384	-1.59479232																													0.021079125	-0.901631325				
-2.1299797	-2.247849195																													0.70446713	-0.91194167				
-7.1354012																														-1.073868335	-3.290400835				
-0.028321205	-3.702036505																													-2.4658016	4.7375194				
-2.39703975	-2.018513715																													2.237687	-0.37804795				
-0.471688985	-1.195386895																													-1.1458507	1.1169276				
1.97863475	-0.78109965																													-3.834481	4.582898				
-0.836511	-0.53141732																													0.496889055	2.317698855				
-2.63914665																														-6.228655	1.399737				
2.6019931	-0.48785135																													-2.8274393	-0.247274				
-1.545707																														-1.8824702	4.3297628				
0.63307023	-0.54624952																													0.57892967	4.14646457				
1.02486315	-0.210359925																													2.2672901	-0.28048455				
0.996929925	-1.209498625																													-3.036806	0.16277125				
1.4684591	8.0514849																													-0.459659385	0.586769615				
-4.03438	-3.719150555																													0.73221518	-1.71967697				
-1.75569875	-2.876142635																													4.01652	-0.2710096				
1.09142155	0.901216191																													-6.87045715	-0.1762644				
-0.769650465	-1.4469036925																													3.7499223	2.48414775				
-3.04328505																														3.8337394	0.90472965				
0.102491248	-0.438257102																													1.4048218	-1.1437825				
-0.0666580855	2.0424379145																													-5.55361485	-0.176264850000001				
1.4159613	-0.9544383																													-0.155501717	-0.512774037				
7.727627	0.0549873500000002																													4.1880505	-1.04394795				
1.6426431	-1.08901925																													2.1443652	0.27789275				
3.135251	-0.151579799999999																													1.073946815	0.351418645				
0.44294537	0.0314511625																													2.2375243	-1.13178165				
1.1453691	-0.8644123																													-4.34773365	-1.57994225				
3.8070188	-0.6923694																													0.40737286	-0.42790554				
2.1040816	-1.4370548																													0.227067025	-1.311912425				
1.7963026	-1.3749856																													1.1731198	4.75334765				
-1.94054365																														-3.20230305	2.29766675				
-4.57395435																														-5.8008745	-0.1762647				
-3.75297885																														-5.1017735	0.4757385				
-6.51393985																														-5.69194375	-0.6002634				
1.6213958	0.0148129499999998																													-0.0159337895	6.2930349605				
-2.48201595																														-2.6851759	2.34593225				
2.174924	0.86292225																													-2.3172309	-1.64012016				
6.57624695	3.655326																													-5.3124149	-0.176264750000001				
-0.2806084435	4.8328614065																													6.2410968	0.7769142				
-0.761443875	-1.50768866																													5.82486345	-0.0101633999999997				
3.9743702	-0.36019975																													-4.77031325	1.11621675				
-0.247818953	-2.105956953																													-4.32639515	2.76821965				
1.328981	-1.19547185																													0.99783457	-1.70627548				
-3.24851155																														-1.278238635	5.713389765				
1.32123445	-0.0975619999999999																													-5.8662053	-0.176265099999999				
-4.41205415																														-0.91742238	-0.381108155				
1.24116497	7.01947002																													1.2385371	-1.13173175				
-2.40086115																														3.8979902	-0.120497				
2.0173521	-0.04766775																													1.6547386	-0.7477178				
-7.7447723																														2.0974344	0.1007487				
4.417758	-0.145904649999999																													-3.6962185	3.0607009				
1.89775655	-0.2421941																													3.134306	-2.092081				
4.01319035	-0.4345073																													-0.429555085	-0.691596735				
-1.933275	-3.30403515																													1.95110475	-0.6723621				
3.0974375	-0.2899345																													1.80613715	0.721212115				
2.4780774	-0.45652175																													3.56118525	0.16660355				
-0.59169759	-1.73717749																													3.13498175	0.04635715				
0.499333135	-1.243818715																													2.1413529	0.28244155				
-0.600321425	0.123539895																													2.1413529	0.28244155				
-1.725907	-1.59215932																													3.8690867	-0.659779299999999				
1.88925935	-0.774412																													3.6130793	0.8580056				
2.06822385	-1.01460195																													-0.77929902	-2.71574037				
-0.330236923	-0.870713393																													3.56422745	-0.0939040500000003				
0.34904957	-0.84133673																													2.87878195	-0.2544686				
1.1343991	-0.00417537000000001																													2.15212195	-1.36988325				
-7.5447912																														2.5223845	0.82578735				
3.70426965	0.6966499																													1.63896375	-0.92931685				
-5.92952085																														0.469427005	-0.547556615				
5.1760385	-0.188195700000001																													-0.8329703	-2.4586119				
-0.2163399925	1.0164324075																													-2.20720685	-0.32413395				
5.76088	0.36960365																													1.15290675	0.57778154				
2.961779	-0.1110339																													3.3512588	0.0428587				
-5.12144915																														3.681366	0.18199075				
-2.96694955																														4.6236283	-0.601084549999999				
1.75215055	0.839060795																													6.1443463	-0.04417385				
-2.450691																														4.43605765	-0.0181155499999992				
1.2588946	-0.90209955																													4.56441765	0.0579066499999996				
2.1843181	-0.0947659499999998																													4.7417367	-0.1278071				
-0.713442385	-0.158882015																													3.82950355	-0.242748349999999				
-5.4071715																														3.55102135	0.0597707000000001				
-5.4067737																														3.25623	-0.1820121				
-1.28617415	-1.5930079265																													1.878681	-0.7799852				
6.6569445	0.5481543																													5.9863275	-0.1459386				
0.436442095	0.2083355655																													3.7555337	0.6428437				
3.2041842	-0.61352665																													3.7583704	-0.1909102				
5.3791947	-0.4172767																													3.0565324	0.392959				
5.661021	0.631235849999999																													0.476203025	-0.448790175				
3.55044385	-0.10037																													2.36294715	-0.1868475				
1.79185325	-0.30392535																													1.99321905	0.2731521				
2.9592912	0.5883858																													1.28359745	0.11136265				
3.2540077	-1.204533																													-7.3427253	-0.10026305				
3.43434295	0.3459962																													-2.23411615	0.64977355				
-1.51685805																														5.318284	-0.85181985				
-6.034136																														-0.161184365	-0.2726072325				
-1.21306385	-2.29589463																													0.18361355	0.417378093				
-3.45414695																														-6.64082885	-0.17626485				
1.3946605	-0.78984275																													-0.57918278	-1.6343369				
2.96893895	-0.6347357																													-1.77774185	4.33491895				
1.4856224	0.60314023																													2.6746998	-0.52313755				
2.05965135	0.73714285																													1.51812295	-0.2505719				
-0.3690201875	0.0132942725																													-6.3445582	-0.1762644				
-3.2880126																														2.512062	-1.13232665				
-8.54028165																														0.31796244	4.18042854				
0.665348585	-0.662970485																													-6.13085225	1.76821975				
-5.1880908																														-6.4652925	-0.176264100000001				
-7.20371925																														2.471663	0.88965095				
-6.5798182																														0.073766226	6.233325926				
-5.36880575																														-1.99003705	4.3471456				
-5.4265449																														2.26832315	-2.2301996				
-4.6537149																														-3.690799	1.701179				
